Cycle,Date_prev,Date_curr,Price_prev,Price_curr,MVRV_prev,MVRV_curr,Dir_MVRV,Z_prev,Z_curr,Dir_Z,RollMean_prev,RollMean_curr,RollStd_prev,RollStd_curr,Class
2013,2014-12-02,2014-12-14,382.363214227987,354.05950516405,1.1390073428183638,1.0711846234504878,TURUN,-0.9371509578321395,-1.0876424538989586,TURUN,1.7310464676320665,1.6486772700328147,0.6317436053026448,0.5309581696743658,SEARAH (turun-turun)
2013,2014-12-14,2014-12-23,354.05950516405,336.252902313939,1.0711846234504878,1.0259492551618266,TURUN,-1.0876424538989586,-1.1259324039241543,FLAT,1.6486772700328147,1.6115993181404933,0.5309581696743658,0.5201467343310582,"DIVERGEN (MVRV turun, Z naik/flat)"
2017,2015-01-26,2015-02-02,275.740812337644,238.888244353622,0.8895335937851871,0.7761600391117909,TURUN,-1.3312031899338452,-1.6145145476831968,TURUN,1.431294835617401,1.3963744772007352,0.4069711114943593,0.38414917906992063,SEARAH (turun-turun)
2017,2015-02-02,2015-02-14,238.888244353622,256.9579253513,0.7761600391117909,0.8409806792617263,NAIK,-1.6145145476831968,-1.3794573140823179,NAIK,1.3963744772007352,1.3472847214361163,0.38414917906992063,0.36703132239449404,SEARAH (naik-naik)
2017,2015-02-14,2015-02-21,256.9579253513,245.639535020527,0.8409806792617263,0.8059559491794437,TURUN,-1.3794573140823179,-1.4210034686856363,FLAT,1.3472847214361163,1.3254312313186107,0.36703132239449404,0.36556932730055763,"DIVERGEN (MVRV turun, Z naik/flat)"
2017,2015-02-21,2015-03-03,245.639535020527,282.79462109708,0.8059559491794437,0.9315891855082622,NAIK,-1.4210034686856363,-1.0084043403677472,NAIK,1.3254312313186107,1.2975219285175976,0.36556932730055763,0.3628829511740164,SEARAH (naik-naik)
2017,2015-03-03,2015-03-11,282.79462109708,296.790683379287,0.9315891855082622,0.9791612368004072,NAIK,-1.0084043403677472,-0.8402977118065296,NAIK,1.2975219285175976,1.2743310144289821,0.3628829511740164,0.35126809639169276,SEARAH (naik-naik)
2017,2015-03-11,2015-04-05,296.790683379287,260.794183654991,0.9791612368004072,0.8696334736762218,TURUN,-0.8402977118065296,-1.016288100162419,TURUN,1.2743310144289821,1.2215318002784956,0.35126809639169276,0.34625843453842947,SEARAH (turun-turun)
2017,2015-04-05,2015-04-21,260.794183654991,236.176204496744,0.8696334736762218,0.7984142903687415,TURUN,-1.016288100162419,-1.1179578354533832,TURUN,1.2215318002784956,1.1943785474176674,0.34625843453842947,0.35418532299864797,SEARAH (turun-turun)
2017,2015-04-21,2015-05-08,236.176204496744,244.264222488293,0.7984142903687415,0.829565073893622,NAIK,-1.1179578354533832,-0.9337525662446526,NAIK,1.1943785474176674,1.1672142403214403,0.35418532299864797,0.36160453918297536,SEARAH (naik-naik)
2017,2015-05-08,2015-05-24,244.264222488293,240.592708065407,0.829565073893622,0.8211227360058707,FLAT,-0.9337525662446526,-0.8773968787672555,FLAT,1.1672142403214403,1.1403446253590588,0.36160453918297536,0.3638283849398866,FLAT/FLAT (tidak ada perubahan berarti)
2017,2015-05-24,2015-06-16,240.592708065407,251.676431485259,0.8211227360058707,0.8689205672316361,NAIK,-0.8773968787672555,-0.6354644133377387,NAIK,1.1403446253590588,1.0757982154348704,0.3638283849398866,0.3255534753183453,SEARAH (naik-naik)
2017,2015-06-16,2015-07-12,251.676431485259,311.378145060733,0.8689205672316361,1.0748947449907649,NAIK,-0.6354644133377387,0.21858094571767892,NAIK,1.0757982154348704,1.0157156063932422,0.3255534753183453,0.27074244007507847,SEARAH (naik-naik)
2017,2015-07-12,2015-07-28,311.378145060733,295.182971760849,1.0748947449907649,1.0194568956333392,TURUN,0.21858094571767892,0.15787464029650716,FLAT,1.0157156063932422,0.9837965217247867,0.27074244007507847,0.22587778405434905,"DIVERGEN (MVRV turun, Z naik/flat)"
2017,2015-07-28,2015-08-28,295.182971760849,231.742139631433,1.0194568956333392,0.8222139195142535,TURUN,0.15787464029650716,-0.6882727529349161,TURUN,0.9837965217247867,0.9322914593657904,0.22587778405434905,0.15993301984154815,SEARAH (turun-turun)
2017,2015-08-28,2015-09-08,231.742139631433,244.251385076155,0.8222139195142535,0.8688233479299314,NAIK,-0.6882727529349161,-0.3349487240943191,NAIK,0.9322914593657904,0.9168066879862229,0.15993301984154815,0.1432557779882144,SEARAH (naik-naik)
2017,2015-09-08,2015-09-28,244.251385076155,239.781819791489,0.8688233479299314,0.8577448646039268,FLAT,-0.3349487240943191,-0.3091850833586268,FLAT,0.9168066879862229,0.8953320493070154,0.1432557779882144,0.12156855788379281,FLAT/FLAT (tidak ada perubahan berarti)
2017,2015-09-28,2015-11-04,239.781819791489,409.881965863057,0.8577448646039268,1.4183644190354343,NAIK,-0.3091850833586268,4.296196340243265,NAIK,0.8953320493070154,0.8896355271924529,0.12156855788379281,0.1230690708639827,SEARAH (naik-naik)
2017,2015-11-04,2015-12-15,409.881965863057,465.345572154734,1.4183644190354343,1.5522907354032565,NAIK,4.296196340243265,3.9171722409267207,TURUN,0.8896355271924529,0.9082707266403783,0.1230690708639827,0.16440941810884388,"DIVERGEN (MVRV naik/flat, Z turun)"
2017,2015-12-15,2016-01-01,465.345572154734,434.453776034672,1.5522907354032565,1.43152863269012,TURUN,3.9171722409267207,2.4903698295605268,TURUN,0.9082707266403783,0.9303678434189449,0.16440941810884388,0.20123950399753057,SEARAH (turun-turun)
2017,2016-01-01,2016-01-07,434.453776034672,458.529580553185,1.43152863269012,1.5014212634889448,NAIK,2.4903698295605268,2.663468294036044,NAIK,0.9303678434189449,0.9392657448634399,0.20123950399753057,0.21106146443877938,SEARAH (naik-naik)
2017,2016-01-07,2016-01-20,458.529580553185,419.190108879924,1.5014212634889448,1.3690566658997017,TURUN,2.663468294036044,1.8431409499398232,TURUN,0.9392657448634399,0.9612491659770983,0.21106146443877938,0.22125681703068767,SEARAH (turun-turun)
2017,2016-01-20,2016-02-04,419.190108879924,389.650185811516,1.3690566658997017,1.2829219487813888,TURUN,1.8431409499398232,1.3377789964634088,TURUN,0.9612491659770983,0.9815129763879044,0.22125681703068767,0.22530550501263502,SEARAH (turun-turun)
2017,2016-02-04,2016-02-21,389.650185811516,440.687369252635,1.2829219487813888,1.4360423247206002,NAIK,1.3377789964634088,1.863919634552793,NAIK,0.9815129763879044,1.0070387875867277,0.22530550501263502,0.23016203551973557,SEARAH (naik-naik)
2017,2016-02-21,2016-02-29,440.687369252635,438.681150185598,1.4360423247206002,1.420874938469527,FLAT,1.863919634552793,1.7029211575063636,TURUN,1.0070387875867277,1.0201105189372597,0.23016203551973557,0.2353393859520297,"DIVERGEN (MVRV naik/flat, Z turun)"
2017,2016-02-29,2016-03-11,438.681150185598,420.775011360991,1.420874938469527,1.3573577134990518,TURUN,1.7029211575063636,1.3473754230403194,TURUN,1.0201105189372597,1.0324667495362385,0.2353393859520297,0.24112875922117147,SEARAH (turun-turun)
2017,2016-03-11,2016-03-17,420.775011360991,420.428290699209,1.3573577134990518,1.3531576401288343,FLAT,1.3473754230403194,1.2872510937616646,FLAT,1.0324667495362385,1.0392661156882255,0.24112875922117147,0.24384638394312066,FLAT/FLAT (tidak ada perubahan berarti)
2017,2016-03-17,2016-03-27,420.428290699209,427.513979279589,1.3531576401288343,1.370302826039572,FLAT,1.2872510937616646,1.288931640902481,FLAT,1.0392661156882255,1.052675774013096,0.24384638394312066,0.24642660785647297,FLAT/FLAT (tidak ada perubahan berarti)
2017,2016-03-27,2016-04-05,427.513979279589,424.630066540869,1.370302826039572,1.3564919767649657,FLAT,1.288931640902481,1.174281613513327,TURUN,1.052675774013096,1.0652156041006278,0.24642660785647297,0.2480464390418834,"DIVERGEN (MVRV naik/flat, Z turun)"
